text,label,doc_type,source,verified,region
"Tashinga Home Seekers Trust Reg No MTH/2019/2626. Stand 4896 Southerton, 300 sqm. issued under Deed of Grant No. 6248/2019. Diagram/General Plan No. SG 4487/2024, Surveyor-General's office. USD 900 to the municipal account, official numbered receipt issued.",genuine,cession,synthetic,1,Southerton
"Kubatana Housing Society. Stand 5740 Seke, 200 sqm. papers are in progress and will follow after regularisation. deposit USD 1200 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Seke
"Parkridge Housing Trust. Stand 3708 Budiriro, 250 sqm. allocation fee USD 8500, cash only, paid directly to the committee. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Budiriro
"Parkridge Housing Trust. Stand 8626 Melfort, 300 sqm. deeds will come once the area is proclaimed. USD 1800 cash, half now and half on occupation.",fraudulent,offer_letter,synthetic,1,Melfort
"Kubatana Housing Society Reg No MTH/2019/9299. Stand 5959 Southerton, 250 sqm. planning consent ref. CH/PLAN/2025/8488 attached. USD 1800 payable to the council bank account, receipt no. HCC-9006. registration verifiable at Registrar of Cooperative Societies. survey Diagram No. SG 8066/2020 applies.",genuine,cession,synthetic,1,Southerton
"Kubatana Housing Society. Stand 7221 Budiriro, 350 sqm. USD 1200 cash only, non-refundable, balance to the treasurer. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Budiriro
"Batanai Cooperative. Stand 8939 Hopley, 200 sqm. USD 2000 cash, half now and half on occupation. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Hopley
"Tariro Housing Consortium Reg No ZHC/2020/6189. Stand 8598 Hopley, 250 sqm. issued under Deed of Grant No. 2405/2019. USD 3200 to the municipal account, official numbered receipt issued. survey Diagram No. SG 9876/2020 applies. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Hopley
"Bantu Housing Co-operative. Stand 6007 Retreat, 350 sqm. papers are in progress and will follow after regularisation. USD 2600 cash only, non-refundable, balance to the treasurer.",fraudulent,offer_letter,synthetic,1,Retreat
"Mabvuku-Tafara District Housing Office. Stand 2113 Mabvuku, 250 sqm. USD 3200 payable to the council bank account, receipt no. HCC-5576. survey Diagram No. SG 7744/2020 applies. council file reference CH/HOU/2026/9586.",genuine,offer_letter,synthetic,1,Mabvuku
"Kubatana Housing Society. Stand 2488 Southerton, 300 sqm. regularisation is underway, occupation allowed in the meantime. allocation fee USD 12000, cash only, paid directly to the committee. ref GAR/8444 (unverified).",fraudulent,offer_letter,synthetic,1,Southerton
"City of Harare, Town House. Stand 7238 Waterfalls, 300 sqm. USD 8500 via bank transfer to the registered account, receipt 4773. Diagram/General Plan No. SG 7385/2024, Surveyor-General's office. planning consent ref. CH/PLAN/2025/5710 attached.",genuine,offer_letter,synthetic,1,Waterfalls
"Takaitora Nyika Co-operative. Stand 4462 Epworth, 350 sqm. allocation fee USD 1200, cash only, paid directly to the committee. title deeds will be processed once the area is regularised by council. no need to involve a lawyer, the cooperative handles everything.",fraudulent,offer_letter,synthetic,1,Epworth
"City of Harare, Town House. Stand 4122 Southlea Park, 200 sqm. USD 900 via bank transfer to the registered account, receipt 3732. council file reference CH/HOU/2026/7283. a Rates Clearance Certificate is annexed. held under General Plan SG 59/2018, Surveyor-General Harare.",genuine,offer_letter,synthetic,1,Southlea Park
"Takaitora Nyika Co-operative Reg No MTH/2023/5565. Stand 2467 Budiriro, 250 sqm. Diagram/General Plan No. SG 4475/2024, Surveyor-General's office. council file reference CH/HOU/2026/7987. registration verifiable at Registrar of Cooperative Societies. deposit USD 2400 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Budiriro
"Garikai Land Trust. Stand 397 Seke, 250 sqm. USD 2600 cash only, non-refundable, balance to the treasurer. regularisation is underway, occupation allowed in the meantime.",fraudulent,offer_letter,synthetic,1,Seke
"Batanai Cooperative. Stand 6489 Southlea Park, 250 sqm. USD 8500 cash on the day, no receipt issued. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Southlea Park
"City of Harare Housing and Community Services Department. Stand 4106 Whitecliff, 300 sqm. council file reference CH/HOU/2026/3472. Diagram/General Plan No. SG 3465/2024, Surveyor-General's office. USD 2400 to the municipal account, official numbered receipt issued.",genuine,offer_letter,synthetic,1,Whitecliff
"Ruvimbo Yetu Housing Co-operative. Stand 725 Whitecliff, 250 sqm. title deeds will be processed once the area is regularised by council. allocation fee USD 2400, cash only, paid directly to the committee.",fraudulent,offer_letter,synthetic,1,Whitecliff
"Parkridge Housing Trust. Stand 2409 Domboshava, 200 sqm. title deeds will be processed once the area is regularised by council. USD 1200 cash only, non-refundable, balance to the treasurer. keep this letter safe as your only proof of allocation.",fraudulent,offer_letter,synthetic,1,Domboshava
"Simukai Land Group. Stand 7269 Domboshava, 200 sqm. ref TAK/6183 (unverified). the stand is pending council survey; you may occupy immediately. deposit USD 2400 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Domboshava
"Excellence Stars Housing Co-op Reg No GHH/2024/3571. Stand 7518 Budiriro, 250 sqm. Diagram/General Plan No. SG 8490/2024, Surveyor-General's office. cession approved by council per letter CH/COOP/2025/2096. USD 1200 via bank transfer to the registered account, receipt 6384. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Budiriro
"Kubatana Housing Society Reg No GHH/2024/4033. Stand 5514 Domboshava, 300 sqm. council resolution CH/RES/9696/2025 refers. USD 900 to the municipal account, official numbered receipt issued. survey Diagram No. SG 8645/2020 applies.",genuine,cession,synthetic,1,Domboshava
"Tashinga Home Seekers Trust. Stand 2471 Domboshava, 350 sqm. USD 8500 cash only, non-refundable, balance to the treasurer. papers are in progress and will follow after regularisation.",fraudulent,offer_letter,synthetic,1,Domboshava
"Tashinga Home Seekers Trust Reg No GHH/2022/9910. Stand 4294 Domboshava, 300 sqm. USD 12000 via bank transfer to the registered account, receipt 8334. survey Diagram No. SG 2006/2020 applies. issued under Deed of Grant No. 6945/2019.",genuine,cession,synthetic,1,Domboshava
"Ruvimbo Yetu Housing Co-operative Reg No ZHC/2020/183. Stand 5599 Seke, 300 sqm. council resolution CH/RES/2587/2025 refers. held under General Plan SG 7867/2018, Surveyor-General Harare. USD 2600 via bank transfer to the registered account, receipt 8140. registration verifiable at Registrar of Cooperative Societies.",genuine,cession,synthetic,1,Seke
"Simukai Land Group Reg No ZHC/2024/6232. Stand 8731 Melfort, 250 sqm. USD 1200 payable to the council bank account, receipt no. HCC-2855. held under General Plan SG 4911/2018, Surveyor-General Harare. registration verifiable at Registrar of Cooperative Societies. council resolution CH/RES/3246/2025 refers.",genuine,cession,synthetic,1,Melfort
"Tashinga Home Seekers Trust Reg No ZHC/2023/9598. Stand 9532 Retreat, 250 sqm. planning consent ref. CH/PLAN/2025/8386 attached. held under General Plan SG 7531/2018, Surveyor-General Harare. USD 8500 payable to the council bank account, receipt no. HCC-178.",genuine,cession,synthetic,1,Retreat
"Tariro Housing Consortium. Stand 748 Glen View, 250 sqm. USD 8500 cash, half now and half on occupation. no need to involve a lawyer, the cooperative handles everything. title deeds will be processed once the area is regularised by council.",fraudulent,offer_letter,synthetic,1,Glen View
"Mabvuku-Tafara District Housing Office. Stand 6005 Seke, 200 sqm. Diagram/General Plan No. SG 483/2024, Surveyor-General's office. USD 8500 via bank transfer to the registered account, receipt 3684. planning consent ref. CH/PLAN/2025/1493 attached.",genuine,offer_letter,synthetic,1,Seke
"Excellence Stars Housing Co-op. Stand 1661 Mabvuku, 350 sqm. council has verbally approved the layout; written confirmation to follow. USD 8500 cash on the day, no receipt issued.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Excellence Stars Housing Co-op. Stand 55 Whitecliff, 200 sqm. deposit USD 900 to the cooperative holding account, balance negotiable. council has verbally approved the layout; written confirmation to follow. ref EXC/764 (unverified).",fraudulent,offer_letter,synthetic,1,Whitecliff
"Bulawayo City Council Housing Office. Stand 6056 Caledonia, 250 sqm. council resolution CH/RES/8365/2025 refers. deposit USD 1200 into the conveyancer's trust account, balance on transfer. Diagram/General Plan No. SG 7039/2024, Surveyor-General's office.",genuine,offer_letter,synthetic,1,Caledonia
"City of Harare, Town House. Stand 9065 Southerton, 300 sqm. USD 3200 payable to the council bank account, receipt no. HCC-6360. council resolution CH/RES/2474/2025 refers. a Rates Clearance Certificate is annexed. survey Diagram No. SG 3201/2020 applies.",genuine,offer_letter,synthetic,1,Southerton
"Tariro Housing Consortium. Stand 3279 Glen View, 250 sqm. USD 1800 cash on the day, no receipt issued. deeds will come once the area is proclaimed.",fraudulent,offer_letter,synthetic,1,Glen View
"Bantu Housing Co-operative. Stand 2776 Mabvuku, 300 sqm. deeds will come once the area is proclaimed. pay USD 8500 via EcoCash to the chairperson's personal number. keep this letter safe as your only proof of allocation.",fraudulent,offer_letter,synthetic,1,Mabvuku
"Bantu Housing Co-operative Reg No MTH/2023/1287. Stand 6407 Budiriro, 300 sqm. USD 3200 payable to the council bank account, receipt no. HCC-9540. council resolution CH/RES/601/2025 refers. held under General Plan SG 2088/2018, Surveyor-General Harare.",genuine,cession,synthetic,1,Budiriro
"City of Harare, Town House. Stand 4317 Glen View, 200 sqm. survey Diagram No. SG 6856/2020 applies. USD 1500 via bank transfer to the registered account, receipt 8595. your conveyancer should conduct a deeds search before transfer. cession approved by council per letter CH/COOP/2025/2014.",genuine,deed_of_transfer,synthetic,1,Glen View
"Bantu Housing Co-operative. Stand 1228 Glen View, 250 sqm. papers are in progress and will follow after regularisation. deposit USD 1200 to the cooperative holding account, balance negotiable.",fraudulent,offer_letter,synthetic,1,Glen View
"Vimbai Housing Scheme. Stand 1970 Southerton, 350 sqm. deposit USD 2400 to the cooperative holding account, balance negotiable. council has verbally approved the layout; written confirmation to follow.",fraudulent,offer_letter,synthetic,1,Southerton
"Vimbai Housing Scheme. Stand 1491 Budiriro, 300 sqm. USD 12000 cash only, non-refundable, balance to the treasurer. ref UNI/2033 (unverified). the offer letter serves as proof of allocation while paperwork is finalised.",fraudulent,offer_letter,synthetic,1,Budiriro
"Garikai Land Trust Reg No MTH/2019/8271. Stand 290 Whitecliff, 300 sqm. held under General Plan SG 2572/2018, Surveyor-General Harare. USD 8500 payable to the council bank account, receipt no. HCC-5451. planning consent ref. CH/PLAN/2025/9286 attached.",genuine,cession,synthetic,1,Whitecliff
"Excellence Stars Housing Co-op Reg No MTH/2018/6452. Stand 542 Caledonia, 300 sqm. Diagram/General Plan No. SG 8238/2024, Surveyor-General's office. registration verifiable at Registrar of Cooperative Societies. USD 900 payable to the council bank account, receipt no. HCC-6315. planning consent ref. CH/PLAN/2025/9817 attached.",genuine,cession,synthetic,1,Caledonia
"Parkridge Housing Trust Reg No GHH/2021/42. Stand 1335 Mabvuku, 300 sqm. USD 1200 via bank transfer to the registered account, receipt 4950. council resolution CH/RES/413/2025 refers. Diagram/General Plan No. SG 2205/2024, Surveyor-General's office.",genuine,cession,synthetic,1,Mabvuku
"Bulawayo City Council Housing Office. Stand 82 Hopley, 300 sqm. title deed processing will commence within 12 months of full payment. deposit USD 8500 into the conveyancer's trust account, balance on transfer. issued under Deed of Grant No. 398/2019. survey Diagram No. SG 7275/2020 applies.",genuine,deed_of_transfer,synthetic,1,Hopley
"Parkridge Housing Trust Reg No MTH/2021/1357. Stand 3722 Retreat, 250 sqm. USD 1500 payable to the council bank account, receipt no. HCC-227. Diagram/General Plan No. SG 9867/2024, Surveyor-General's office. council file reference CH/HOU/2026/7062.",genuine,cession,synthetic,1,Retreat
"Excellence Stars Housing Co-op Reg No GHH/2021/6055. Stand 2932 Southlea Park, 250 sqm. survey Diagram No. SG 9855/2020 applies. registration verifiable at Registrar of Cooperative Societies. issued under Deed of Grant No. 5221/2019. deposit USD 900 into the conveyancer's trust account, balance on transfer.",genuine,cession,synthetic,1,Southlea Park
"Bulawayo City Council Housing Office. Stand 6011 Melfort, 200 sqm. deposit USD 1500 into the conveyancer's trust account, balance on transfer. the offer is valid for 60 days and is subject to the approved layout plan. held under General Plan SG 724/2018, Surveyor-General Harare. planning consent ref. CH/PLAN/2025/5315 attached.",genuine,offer_letter,synthetic,1,Melfort
"United We Stand Housing Co-operative Reg No ZHC/2024/9853. Stand 4213 Whitecliff, 300 sqm. USD 900 payable to the council bank account, receipt no. HCC-5233. Diagram/General Plan No. SG 4928/2024, Surveyor-General's office. issued under Deed of Grant No. 6605/2019.",genuine,cession,synthetic,1,Whitecliff
